,seeds,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3956,calm,6HQpfZAUlY6bO6iKkyvv2h,0.222,0.509,0,-7.019,1,0.0323,0.705,0.000371,0.0991,0.281,81.811
3957,happy,2Cpqkyei8ZO0H4ljNvB0ne,0.783,0.76,4,-4.633,1,0.0383,0.699,0.00455,0.0834,0.877,120.005
3958,calm,5Cg1cN6VoML4b77hIsH1SG,0.613,0.395,2,-14.988,1,0.0312,0.937,0.72,0.161,0.273,118.936
3959,calm,3ItJx8fzchJOxirzLihyvL,0.488,0.297,3,-12.993,1,0.0276,0.729,7.34E-05,0.0929,0.207,148.881
3960,calm,6o6Dmd2gQW3BXzyzxMHnfz,0.247,0.722,9,-5.793,1,0.0565,0.00297,0.266,0.229,0.0305,159.991
3961,calm,1T3PD2mjj9yjHj1tANQYz5,0.58,0.505,10,-10.06,0,0.0292,0.00569,0.442,0.107,0.285,128.006
3962,calm,3P2Rt4TB9bSq8qX2d8eRGM,0.4,0.556,11,-6.627,0,0.034,0.523,0.885,0.0977,0.0496,97.087
3963,calm,4iDfB5C679TcIZNmHLPQ4S,0.252,0.253,4,-11.248,1,0.0349,0.0205,0.000135,0.29,0.041,105.853
3964,calm,2vF7yAejvek5y8KQuTAHDK,0.497,0.256,7,-14.845,1,0.0266,0.986,0.307,0.0734,0.0634,84.005
3965,calm,7Eix287kVfnG4p94dkmwhT,0.456,0.0669,0,-14.728,0,0.0385,0.975,0,0.0952,0.44,138.176
3966,calm,2dRiIN1WwFTkzjm5SE8iPD,0.568,0.323,0,-14.819,1,0.0291,0.798,0.132,0.161,0.117,120.065
3967,calm,2K5laBSa5jVN1R7WBWC1ZX,0.561,0.167,7,-18.252,1,0.0321,0.434,0.0294,0.107,0.243,77.879
3968,calm,68SnGzEJCDGI3Y1SQFagnl,0.423,0.373,9,-13.16,0,0.0576,0.959,0.172,0.368,0.155,108.623
3969,calm,2vXOjiwfjobOqrezcuSBok,0.221,0.111,9,-17.945,1,0.0355,0.944,0.923,0.19,0.0657,64.027
3970,calm,2KQAXwgRpg5Sa4kMWRQPL9,0.247,0.173,0,-16.467,1,0.0566,0.949,0.000153,0.0964,0.0751,180.63
3971,calm,0pnlnLB6t8GPhU1Xan5nPC,0.375,0.237,6,-13.146,1,0.0337,0.888,0.000106,0.179,0.134,143.396
3972,calm,7uiefGlKyodXEMRINuJlDX,0.454,0.786,0,-5.796,1,0.0875,0.0385,0.000556,0.101,0.514,160.811
3973,calm,0SRwiDQBfokvXUe69UBXlq,0.503,0.421,3,-14.513,1,0.0418,0.195,0.939,0.115,0.154,161.012
3974,calm,1OyFxraVb0yNFD0gvbI7rh,0.495,0.181,9,-14.812,0,0.0305,0.896,0.171,0.11,0.117,125.921
3975,calm,0ofoG5CLha3BHJvvuQKrgV,0.667,0.661,2,-7.912,1,0.0303,0.0978,0.744,0.139,0.609,128.021
3976,calm,4fgCoBoslS4I06On6ErNX1,0.549,0.561,5,-9.579,1,0.0678,0.62,0.0235,0.0992,0.463,150.044
3977,sad,0COiZ7ncho2yi4HotbzgPv,0.134,0.129,7,-16.128,1,0.0341,0.921,0.697,0.13,0.0435,93.668
3978,sad,4ou3f7jaB41isbJkt6CF2b,0.297,0.728,0,-6.312,1,0.0347,0.231,0.124,0.666,0.37,134.186
3979,sad,0AVzhaaOaGgdyXJ2orgfwC,0.605,0.732,6,-5.643,0,0.15,0.195,0.0135,0.246,0.134,195.978
3980,sad,204974mkLcxFNtq6EXLsJx,0.362,0.138,0,-12.201,1,0.0421,0.847,0.000468,0.11,0.0752,79.425
3981,sad,1ybuIKJC8oNHMCSkqvSu4D,0.477,0.791,3,-6.815,1,0.0329,0.00378,0.000601,0.0852,0.137,130.005
3982,happy,0UQnWjRKEphlQtzeZ83lC2,0.579,0.947,7,-5.234,1,0.108,0.00466,0.0577,0.114,0.517,152.041
3983,calm,29W4Yr3WWYRHgUjnvg2S8C,0.622,0.0908,2,-20.476,0,0.0651,0.995,0.967,0.103,0.0377,182.003
3984,calm,7GlwvJ8iAbCEfZjGq3iwmZ,0.372,0.539,7,-4.941,1,0.0324,0.605,0.000616,0.177,0.0825,129.808
3985,sad,5LCBDw6lyjgZfnuOhMeImt,0.391,0.242,2,-10.815,0,0.0306,0.923,0.0133,0.111,0.134,112.994
3986,sad,6FN08oB3MT2BxYIJoR1CZ5,0.353,0.113,8,-18.752,1,0.0399,0.888,4.77E-05,0.121,0.169,128.304
3987,calm,7nXtbYFvIz5kzX6j3AY1Gd,0.751,0.401,11,-10.238,0,0.0298,0.811,0.0128,0.104,0.245,107.972
3988,sad,6NfhJnufcldpDimI4UiLof,0.117,0.297,5,-13.086,0,0.0383,0.00655,0.881,0.108,0.0305,57.063
3989,calm,7ndgQ4LPJwaF4o6QHLaq9i,0.677,0.425,7,-11.845,0,0.0259,0.266,0.161,0.118,0.252,103.602
3990,calm,48Dh1RjHEc34YQ5D7zP3lM,0.622,0.245,6,-17.492,0,0.0343,0.961,0.231,0.102,0.185,122.973
3991,calm,2J2H3HnjHzBP1fjiGRTZZW,0.592,0.205,7,-18.017,1,0.0374,0.966,0.565,0.206,0.378,104.614
3992,calm,22bk8cz4FrIpxR166zmXFk,0.568,0.181,6,-19.451,0,0.0283,0.993,0.935,0.103,0.351,85.892
3993,sad,3g7Le9RJRy9jMkrnvAl9iS,0.0784,0.033,2,-25.372,0,0.0464,0.993,0.945,0.0722,0.0326,78.748
3994,happy,4EI01jKoCYK0tZqgAL2RpO,0.471,0.834,6,-5.419,1,0.0989,0.206,0.00111,0.182,0.801,166.977
3995,calm,5EhvDAos2Ppf82XN5EV60u,0.191,0.0773,10,-24.098,1,0.0389,0.934,0.865,0.0778,0.0382,180.056
3996,calm,6PTlVOT5oLWkxw6sbNPZ2u,0.717,0.75,11,-3.852,1,0.0359,0.0301,0.0209,0.0559,0.923,132.001
3997,calm,7Gu2gmZdFbQzTdqz0Plx6j,0.22,0.151,8,-13.714,1,0.0337,0.916,0.841,0.107,0.0504,84.722
3998,calm,30u5328ERA8OFk3qrla5m2,0.553,0.602,0,-8.51,0,0.0375,0.377,0.712,0.0993,0.28,170.02
3999,calm,5RQ0xhcgLPsZPH25zZOUvZ,0.615,0.226,0,-13.189,0,0.0309,0.858,0.0337,0.132,0.442,94.959
4000,happy,4Xf7EL8G6FRYwvJADl0nf4,0.798,0.627,0,-8.086,1,0.0602,0.0778,0,0.0472,0.84,113.029
4001,happy,1JWFAH4tjBu7JbDGhVIyBU,0.62,0.0679,5,-16.821,1,0.0453,0.881,0.0681,0.0762,0.192,70.501
4002,happy,4ndBp2Mm0oBNOdjyQvJ9jz,0.502,0.114,0,-12.963,1,0.0366,0.961,0.172,0.124,0.221,79.046
4003,calm,1DzsFF0bcBcYkZTm1rbprD,0.168,0.205,7,-19.861,0,0.0347,0.919,0.922,0.108,0.0441,99.853
4004,calm,3vc0dm7NHZTProvlYlkhmh,0.683,0.694,1,-6.727,0,0.0336,0.0108,0.0928,0.0986,0.763,96.973
4005,calm,77WtxmZK9ZITjETJsTww2V,0.208,0.244,6,-9.726,1,0.0354,0.93,0.957,0.11,0.0541,119.834
4006,calm,4CMcW7FTbR56J34xv8jOCk,0.456,0.108,2,-17.451,0,0.0467,0.976,0.0306,0.108,0.225,75.222
4007,calm,5DBhB05IwvrJLWa0hDOCr0,0.112,0.289,4,-13.709,0,0.0368,0.845,0.923,0.147,0.0762,71.989
4008,calm,6v7PbgEBMSAuDs3wvnH9Cw,0.659,0.312,11,-15.091,0,0.0277,0.94,0.255,0.106,0.446,101.125
4009,calm,3YlDXImO0ztdF7aW0Y24xR,0.112,0.427,7,-9.337,1,0.0337,0.0706,0.841,0.205,0.0584,83.731
4010,calm,3GNeni2GPzFpL1GYs5VLk1,0.254,0.5,7,-6.887,1,0.0305,0.163,0.872,0.103,0.0568,97.458
4011,calm,3j6XMW1ekPy9C9mO407xGq,0.215,0.311,7,-16.493,1,0.0376,0.0398,0.806,0.624,0.0651,125.118
4012,calm,39CNVSQxYkpF8hGDZ6g3iX,0.411,0.127,7,-17.639,1,0.034,0.881,0.142,0.118,0.0635,132.622
4013,calm,1QUiA9aecDOOnf32A9ZrtW,0.114,0.198,3,-14.357,1,0.0313,0.818,0.917,0.108,0.0378,89.535
4014,calm,5fRiYUo5ZqAe1MX24jA1Kc,0.405,0.317,4,-14.456,1,0.0331,0.292,0.756,0.354,0.18,177.029
4015,calm,0gknkTtwmSdOSCqqWRPTPw,0.502,0.337,8,-14.775,1,0.037,0.981,0.542,0.102,0.365,187.814
4016,calm,0QdpgQQNdO81yKshFbbYY3,0.429,0.741,2,-5.163,1,0.0323,0.0431,0.0119,0.149,0.267,101.648
4017,calm,1bAnW1SPd5iof57Unaqfzd,0.235,0.452,0,-11.614,1,0.0325,0.422,0.857,0.153,0.108,118.681
4018,calm,0mnyQBShSLarQckTRU98D2,0.313,0.11,7,-18.888,0,0.0472,0.979,0.241,0.103,0.0618,89.988
4019,calm,4JlhzX6nfoCsAEmupGdjNx,0.4,0.273,2,-11.813,0,0.0361,0.859,0.0183,0.0732,0.158,142.523
4020,calm,2e15evoAIgGQ7AT8UTL80z,0.287,0.181,3,-13.991,1,0.0418,0.904,0.000497,0.113,0.128,157.641
4021,calm,0JO77YslHvhkWvvWU8JPAp,0.282,0.166,4,-17.008,1,0.0317,0.822,0.0109,0.105,0.123,96.039
4022,calm,1xK51PiigGE1dS5tSF8L1C,0.527,0.268,4,-14.704,0,0.0305,0.933,0.43,0.109,0.361,107.547
4023,calm,41igpRlFYmyUV2BNy4wSk5,0.228,0.148,1,-10.156,1,0.0349,0.787,0.145,0.0727,0.0369,105.894
4024,calm,1GLidvcLB8XtWU9BU1Fcyf,0.428,0.153,2,-16.073,1,0.0376,0.967,0.17,0.112,0.141,121.975
4025,calm,3TWWJPl8pXI2voYVddBqDh,0.284,0.374,0,-13.866,1,0.0294,0.451,0.0614,0.136,0.148,145.649
4026,calm,3olbsAqIFEezvL7xwsKIu9,0.451,0.126,0,-11.503,1,0.0406,0.975,6.91E-05,0.127,0.389,164.882
4027,calm,1stJcljGeLR3RvAv52Lngn,0.0987,0.504,4,-9.363,1,0.0374,0.94,0.899,0.495,0.0399,78.79
4028,calm,1Lolkxub9XyCcadEijUCBL,0.42,0.0903,0,-19.647,1,0.0414,0.933,0.959,0.102,0.0872,120.072
4029,calm,1If7hAewvid9naENhK0yak,0.134,0.0802,9,-21.95,1,0.0412,0.905,0.954,0.0901,0.0298,84.036
4030,calm,3SWrZql3Z1TKDDUCwyZSUH,0.407,0.068,9,-16.079,1,0.0347,0.988,7.96E-05,0.106,0.169,121.224
4031,sad,4bbdwn07T9xWdZv8siAptT,0.623,0.151,1,-18.534,1,0.0386,0.844,0.762,0.146,0.271,122.208
4032,calm,49teFCzjv4Kj9WjJ5oMvRc,0.664,0.523,5,-8.725,1,0.0251,0.566,0.00901,0.124,0.797,104.918
4033,calm,3ESsjKqrj3M79I8sSZieK3,0.277,0.01,4,-32.893,0,0.0359,0.98,0.848,0.131,0.0353,102.397
4034,calm,1Qi2wh8fFgDV7tl4Sj3f2K,0.438,0.178,5,-9.402,1,0.0414,0.957,0,0.316,0.344,75.248
4035,calm,1h1nr0Nn5diE5S7PRUvjjc,0.588,0.337,4,-10.993,1,0.0424,0.774,0.716,0.103,0.217,122.462
4036,sad,5hhkALqXJpAFGKbtOBuIy8,0.598,0.832,4,-7.553,0,0.0569,0.0286,0.112,0.364,0.333,116.995
4037,happy,77ksWk7HM42tcUxOM0ICJA,0.6,0.712,5,-6.184,1,0.0429,0.17,3.17E-06,0.1,0.658,171.985
4038,happy,39B5BzcJcPMGP3JuKg7g58,0.19,0.762,0,-8.157,1,0.039,0.000128,0.834,0.163,0.49,161.327
4039,calm,3MCTWjESizm3zWozv4DrR9,0.219,0.24,3,-14.861,0,0.0312,0.719,0.723,0.226,0.0797,145.826
4040,calm,40JcDamq9FGDQw1qVY1u2v,0.397,0.211,8,-16.219,1,0.0283,0.972,0.721,0.108,0.103,94.524
4041,calm,7wG1H4LEtWYhY2eueCwPhn,0.568,0.113,2,-15.115,1,0.0368,0.886,0.00341,0.11,0.125,109.921
4042,calm,4hj33HU5yoAx4u7MZZug4h,0.839,0.338,4,-11.404,0,0.0876,0.337,0.000247,0.0785,0.439,119.075
4043,calm,2pGvx84OHrJgsqzIbBbZoc,0.585,0.0535,2,-19.414,1,0.0423,0.903,0.0472,0.111,0.136,106.63
4044,calm,79LvSWuiB2BSQkqit4UinS,0.39,0.087,7,-11.345,1,0.0365,0.198,1.61E-05,0.193,0.207,176.169
4045,calm,1ZDK6QH74ESsNWh9ymyq8B,0.651,0.159,10,-16.613,1,0.0334,0.979,0.00841,0.11,0.138,109.067
4046,calm,6JUnofXPu9zG3h4cw5Och7,0.279,0.187,0,-18.626,1,0.0281,0.819,0.888,0.101,0.201,169.624
4047,calm,738wOp3ncjaYbVdY2ngTTT,0.616,0.405,0,-10.143,1,0.0364,0.702,0.000194,0.37,0.403,120.003
4048,calm,3tJi6jddUFVuvM7sXQm4Vd,0.505,0.384,0,-8.474,1,0.0251,0.774,0.0417,0.344,0.248,80.049
4049,calm,4mh9r7aeFt74NXIjDOtnPt,0.5,0.333,2,-12.988,1,0.0399,0.572,0.0372,0.121,0.163,137.975
4050,calm,315XE5vrCBqLVVDAHREU8H,0.313,0.815,11,-4.947,1,0.0408,0.00316,2.89E-05,0.095,0.373,128.302
4051,calm,7ehTc8dtxNQz832O3cxxYk,0.54,0.189,1,-13.52,1,0.0302,0.729,0.41,0.106,0.312,142.247
4052,calm,6Wei2NUSG66WzLiqSuQAy5,0.338,0.000982,8,-28.82,1,0.0465,0.977,0.239,0.0966,0.0776,93.066
4053,calm,08NTgqroZWfpdYaOEcUP3D,0.283,0.551,2,-7.876,1,0.0339,0.173,8.13E-05,0.189,0.277,105.97
4054,calm,0TbO6jxSh4EZW8CeAPf3kZ,0.305,0.318,5,-9.097,1,0.0384,0.279,1.51E-05,0.0951,0.288,176.19
4055,calm,75s7uFrBUhwHH4sVbsSn0a,0.39,0.186,2,-14.432,1,0.0771,0.341,0.713,0.111,0.151,137.697
4056,calm,6CzqTPgEkUt1st6bSBUuol,0.503,0.255,0,-12.368,1,0.0263,0.942,0.00105,0.118,0.25,76.573
4057,calm,3WcJFlA58JZSSjWOQs4L12,0.63,0.394,5,-10.093,0,0.129,0.0155,0.699,0.0612,0.501,194.378
4058,calm,7hWpOnwT6eHwXWeO8YM8F8,0.437,0.118,7,-20.743,1,0.0341,0.925,0.898,0.208,0.039,137.776
4059,calm,36ptC75Bp6pKICI1lE8QHS,0.573,0.438,7,-9.9,1,0.026,0.306,0,0.223,0.551,111.803
4060,calm,5T5YrHrReAewSmP95yBFyw,0.25,0.565,11,-10.565,0,0.0463,0.475,0.678,0.319,0.0377,90.005
4061,calm,2LBa1C7M0y09fypIoc54VS,0.487,0.322,4,-12.536,0,0.0327,0.241,0.0922,0.0976,0.0515,87.997
4062,calm,6ie096sjg2eJcjuZNKFdiZ,0.243,0.383,9,-11.067,0,0.0325,0.497,0.000359,0.293,0.517,78.346
4063,calm,4kMLG7mrBKm2tbX7rDHnVJ,0.5,0.287,7,-12.165,1,0.0306,0.902,0.00201,0.0984,0.554,163.372
4064,calm,2wZKysU9Vc3hcT9uhi5kvH,0.684,0.545,10,-4.791,0,0.0677,0.0379,0,0.118,0.384,129.985
4065,calm,5COtvgd7dOLF2qn1PfZx0n,0.412,0.32,11,-8.123,0,0.0286,0.878,0,0.116,0.166,111.153
4066,calm,5pSWSymJJq9bHRBU5CbIQf,0.474,0.407,7,-8.353,1,0.0303,0.557,0.0984,0.108,0.1,84.061
4067,calm,6r9larEnh9GfbC7NqVTdBo,0.194,0.0781,0,-23.027,1,0.0464,0.993,0.945,0.0884,0.0326,72.624
4068,calm,1leKfYdMN5AW6ib52UK4qs,0.31,0.404,4,-10.641,1,0.0396,0.64,0,0.96,0.169,178.175
4069,calm,1tRJTkJQ8rRWofmzbgp24d,0.628,0.313,2,-16.28,1,0.0266,0.685,0.00464,0.0967,0.656,95.03
4070,calm,7pvYLrsgmYAxhw9tgmmYXj,0.276,0.0121,7,-33.541,0,0.0381,0.486,0.394,0.151,0.157,140.431
4071,calm,16j1x81Y7f6fxcySAkMMtW,0.686,0.59,6,-11.973,0,0.0268,0.492,0.753,0.108,0.811,110.032
4072,happy,4YkN3JlceD5n2aMqL1kFnH,0.529,0.44,5,-9.11,1,0.0302,0.742,1.05E-05,0.328,0.611,103.669
4073,calm,5fAN8mACHgOv4tKr5W8WlE,0.253,0.0103,9,-29.114,1,0.0407,0.984,0.898,0.0901,0.0531,81.046
4074,calm,1uSPoYmes9yov3mRfKPVNB,0.287,0.118,0,-17.975,0,0.0362,0.899,0.915,0.112,0.0759,138.266
4075,calm,3E4th3KLjm53mwMGdNuYVO,0.526,0.374,9,-12.241,1,0.027,0.0197,0.806,0.143,0.619,87.624
4076,calm,5qOk1m0Btg3Ho0RezPacOp,0.165,0.043,0,-24.86,0,0.0411,0.982,0.95,0.0913,0.0566,56.892
4077,calm,3V0XZVc5bNsLgF2kzxQ7Dt,0.27,0.179,4,-15.407,0,0.0346,0.863,0.00667,0.214,0.135,156.912
4078,happy,6ayhlGPbOKyCEnq4qew7rm,0.54,0.891,7,-7.158,0,0.0398,0.049,0,0.413,0.829,157.969
4079,calm,5WwFESElkoaFQ5fEB7XGRe,0.484,0.0968,8,-18.972,1,0.0487,0.971,0.889,0.108,0.141,118.789
4080,calm,55zqTdvRNNdVIsyfB2Frjo,0.108,0.174,0,-21.073,1,0.0408,0.947,0.924,0.0993,0.0329,91.913
4081,calm,0Xc05oDp7owJJ77IYqj3dP,0.593,0.376,0,-16.432,1,0.0387,0.396,0.905,0.0994,0.642,99.973
4082,happy,2uTFlYG5Vg8olk7yIfHUPy,0.485,0.537,2,-11.77,1,0.0328,0.0011,0.732,0.192,0.612,130.017
4083,happy,304HbZEKcHYZyBkG5GhjD6,0.811,0.292,9,-16.817,0,0.0925,0.884,0.9,0.118,0.507,112.061
4084,happy,1rFj2VMZVUMFjpHIYvggQk,0.67,0.521,1,-9.878,1,0.0601,0.179,0.653,0.101,0.0398,84.487
4085,sad,6cldphAAziIM33xCRESP2R,0.615,0.299,3,-14.674,0,0.0393,0.11,6.76E-06,0.135,0.466,111.704
4086,calm,5pJPgy2jGvvNUNfHPvG3Zp,0.342,0.609,8,-5.68,1,0.0943,0.185,0.00052,0.0799,0.401,82.989
4087,calm,7GEo5JQN8lcqBaj6qyvWw1,0.484,0.548,7,-6.119,1,0.033,0.0218,0.558,0.0956,0.177,119.98
4088,calm,5GsPMRCf4Z6JqMwDZQLe85,0.271,0.136,9,-17.902,0,0.0341,0.853,0.851,0.176,0.0374,106.763
4089,calm,1b6pVMNEHm9SZQqVsYNUFQ,0.557,0.154,7,-19.818,1,0.0341,0.801,0.831,0.0899,0.155,141.181
4090,calm,4nAJ7rNmLIqSz9sd1Uua02,0.743,0.0642,3,-14.807,1,0.0427,0.984,5.56E-06,0.144,0.0677,87.97
4091,calm,41yIvlFgvGwxq8qTqAR7eG,0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002
4092,calm,4MHEKfvXepAmmRYgq8i7uS,0.561,0.575,2,-7.751,1,0.0251,0.647,0.000255,0.11,0.368,95.176
4093,calm,3NP8bUZXNjdZvmKJurJlAT,0.815,0.389,0,-12.093,1,0.0334,0.502,1.36E-05,0.118,0.661,109.118
4094,calm,2qh8VsRBqfUFq9JldaW1ZQ,0.585,0.248,2,-16.809,0,0.0337,0.804,0.852,0.719,0.382,108.891
4095,calm,1fRSj0oJmuCSmczwrcUMk5,0.934,0.183,9,-12.501,0,0.0756,0.882,6.70E-05,0.0947,0.385,135.161
4096,calm,5lQozZo5ESEJ1g2cWjetba,0.405,0.692,11,-7.884,1,0.0341,0.0506,0.0662,0.0797,0.53,212
4097,calm,2EhQioal1qTMChUSalA8Bb,0.716,0.33,9,-14.085,1,0.0399,0.75,0.0073,0.106,0.665,113.215
4098,calm,6xRFheuV5NmF2v2ISRBw6V,0.404,0.534,11,-10.856,1,0.0296,0.695,0.629,0.103,0.501,133.288
4099,calm,4MVAFGKkgWd6wtHGLStWED,0.199,0.0579,9,-26.497,0,0.0395,0.982,0.95,0.0942,0.0382,128.74
4100,happy,5X95Ufmxx4IKLWFwDGbosN,0.698,0.321,5,-13.697,1,0.0282,0.658,3.99E-06,0.146,0.221,112.054
4101,happy,2MCBSxOnkMcVkbaLplGYjX,0.591,0.617,0,-7.495,1,0.0259,0.0157,4.35E-05,0.146,0.48,109.956
4102,calm,34bsOr1ZzOGJpKefz2cu0F,0.792,0.387,8,-8.192,0,0.0464,0.597,0.000106,0.0757,0.67,136.996
4103,calm,5a0nHa7F4S9hb0Zi0zLS8w,0.55,0.732,0,-6.88,1,0.105,0.0864,0,0.0425,0.246,153.836
4104,calm,2OXe8z849Gf5eG5ZvyYnV9,0.297,0.377,2,-10.954,1,0.0267,0.271,0.0491,0.128,0.143,94.118
4105,calm,1z1eUPHt95po37iuovoZj6,0.49,0.412,3,-9.679,1,0.0283,0.476,0.203,0.181,0.201,142.995
4106,calm,53b7FPYPi8Bp6FP1JSMFPm,0.584,0.787,2,-13.188,0,0.0397,0.91,0.895,0.151,0.125,115.005
4107,calm,0tlcPMfMBRv9jmMscKtpPq,0.519,0.492,2,-6.885,1,0.0257,0.0949,0,0.114,0.357,140.024
4108,calm,2UZXQrEi0A8ySbDuyeuMt3,0.153,0.0391,3,-32.652,1,0.0362,0.983,0.928,0.0774,0.0737,69.906
4109,calm,63fczMv0xahfuDdtnyEciM,0.532,0.388,7,-12.24,1,0.028,0.492,0.549,0.103,0.378,139.418
4110,calm,0qE5YIyi9RtOyv5AdsLHUy,0.563,0.111,0,-14.705,1,0.0428,0.992,0.0691,0.145,0.174,120.305
4111,calm,41M7ZmJln8bcxvMOAn6Ner,0.276,0.106,0,-14.291,1,0.0455,0.966,0,0.126,0.217,93.268
4112,calm,5an8Y6esHIZKrwBD21ZxCF,0.151,0.141,6,-13.217,1,0.0362,0.893,0.0179,0.132,0.104,72.491
4113,calm,2pq5uKyBjAm4LCVwsDgJBa,0.514,0.0836,10,-19.468,1,0.0379,0.272,0.0973,0.104,0.285,153.813
4114,calm,1fQXEwGVvsljiDxLlfxd5q,0.66,0.194,7,-12.37,1,0.0306,0.729,0,0.105,0.391,107.939
4115,calm,4LFJRzaJ3p3pze02cDlTxe,0.462,0.452,0,-10.294,1,0.0296,0.0259,0.00503,0.108,0.071,108.792
4116,calm,0iIrWNubNWqw1NMkl1Bpen,0.488,0.179,7,-14.233,1,0.0466,0.918,4.35E-05,0.293,0.308,101.516
4117,calm,0oIVfYmhJgvUIXBxZlVHBG,0.401,0.292,7,-11.472,1,0.0312,0.74,0.199,0.0936,0.0393,129.825
4118,calm,4ctkPaN9syLEFKgoCDWKqQ,0.436,0.25,7,-17.263,0,0.0255,0.829,0.357,0.0876,0.422,175.983
4119,calm,4BUk2kUff7IAylD0YRGhco,0.39,0.176,9,-14.963,1,0.0511,0.937,0,0.0892,0.247,148.42
4120,calm,3sWI2ZnzU6bybnikitUTkM,0.616,0.451,5,-13.024,1,0.04,0.796,0.00105,0.142,0.396,114.268
4121,happy,3enW2H8gsZD2q7SaBOxaok,0.563,0.814,10,-10.925,0,0.0395,0.0245,0.165,0.0739,0.267,93.094
4122,calm,4kdQjN6mF7qdnCA7QlAX79,0.521,0.321,11,-11.267,1,0.0243,0.631,0.0155,0.0809,0.241,96.432
4123,calm,5kKW4bszhKSCYVPDO0sMbX,0.6,0.596,8,-11.501,1,0.0784,0.89,0.000273,0.268,0.52,96.565
4124,calm,5hF1vUhMb5HH1QLtxe05OX,0.373,0.659,7,-7.26,1,0.0326,0.786,0.000237,0.0851,0.47,129.768
4125,calm,7D1GycSf7qgYN4WgplOn0E,0.668,0.721,1,-8.01,1,0.0305,0.629,2.90E-05,0.0959,0.488,104.087
4126,calm,6JyZHEkPLQtaTUOiSkSA5A,0.421,0.279,0,-13.986,0,0.0383,0.78,0.578,0.26,0.354,176.366
4127,calm,13I50qxuJ3x0fhmCcbvZGb,0.59,0.835,11,-7.923,1,0.061,0.109,0.000577,0.313,0.607,105.123
4128,calm,1OajLIJnTBTsZmB2ngu2K2,0.455,0.7,4,-13.914,1,0.0323,0.121,0.0126,0.312,0.975,142.54
4129,calm,6jegsiFyEOCmz1SLNl53a8,0.43,0.616,0,-9.732,1,0.138,0.539,0,0.0883,0.825,82.193
4130,calm,4gfJRs2p3MO3waR0gORJRx,0.372,0.268,2,-15.511,1,0.0337,0.929,0.96,0.203,0.109,66.986
4131,calm,07QFbVxz2Ycgby6e5Ft2IS,0.878,0.451,3,-12.661,0,0.0449,0.336,0,0.0901,0.812,135.037
4132,calm,5EIcxyLUjbqZIEBzXwJ5c2,0.669,0.378,2,-10.597,0,0.0325,0.531,0,0.18,0.741,123.995
4133,happy,1RHIgJN4USj9Buggihf2Pn,0.933,0.464,0,-8.789,1,0.0563,0.223,0.00672,0.0622,0.724,121.248
4134,happy,3V78QkKzy5bIy0goZj3L8u,0.0807,0.382,10,-11.073,1,0.0379,0.668,0.945,0.334,0.0999,82.178
4135,calm,7ocJPvoS4xnFcaFc4B3AJj,0.0992,0.012,3,-29.215,0,0.0407,0.977,0.963,0.0972,0.0342,89.717
4136,calm,1wAP8mzhxm3P3Kd8Uieyxl,0.464,0.408,0,-9.933,1,0.0277,0.000836,0.765,0.0937,0.0653,144.982
4137,calm,6meQO80LLQpNiGLfs2BFIh,0.457,0.357,0,-12.636,1,0.0326,0.241,6.79E-05,0.0625,0.0396,118.029
4138,calm,69eD0IfAqEIUnKX63Npksy,0.0926,0.00839,8,-33.854,1,0.0443,0.978,0.939,0.0599,0.0332,69.02
4139,calm,08rxM6RjHpErbQAbF8Pqx7,0.219,0.0516,8,-26.196,1,0.0365,0.951,0.925,0.0808,0.0759,135.746
4140,calm,7gkkNoM0zgRc4i42w3tnts,0.154,0.0927,7,-22.478,0,0.0408,0.953,0.608,0.0937,0.0324,81.705
4141,calm,1cWEEK99WPffGEAh6qLzty,0.198,0.429,9,-17.37,0,0.05,0.907,0.936,0.1,0.0383,79.836
4142,calm,1qx0up1CtIWEvE8xT0eJug,0.112,0.303,8,-16.475,1,0.034,0.981,0.954,0.112,0.0383,93.271
4143,calm,228O05pWNP3tE1Zg2PGKrs,0.162,0.121,2,-22.35,1,0.0378,0.983,0.992,0.0652,0.0355,87.304
4144,calm,2JsWsqISQeumpxwrkRRZMC,0.0641,0.14,7,-22.561,1,0.0428,0.91,0.943,0.0915,0.0367,66.612
4145,calm,33Z1OfzBZbZOfTdi46MqsT,0.158,0.213,9,-17.1,0,0.0366,0.145,0.391,0.11,0.056,57.117
4146,calm,31cSVmU7ryky2C9twTSz8d,0.29,0.261,9,-13.302,1,0.0311,0.765,6.45E-05,0.145,0.173,125.725
4147,calm,2W9SpV2SmTQEFEwX5BovRm,0.206,0.0375,7,-20.537,0,0.0365,0.94,0.905,0.106,0.0645,134.824
4148,calm,7tEIrbmKQY8ycFhu5EMyX2,0.167,0.161,0,-15.203,1,0.0352,0.986,0.0475,0.0679,0.139,178.268
4149,calm,26EVtzqnIndYLoxwFX08nB,0.212,0.2,3,-17.787,1,0.0384,0.808,0.0469,0.114,0.0394,81.711
4150,calm,2dMzXYPaLjKlLoIg4IWNzw,0.166,0.0317,2,-27.978,0,0.038,0.974,0.959,0.103,0.039,81.758
4151,calm,7okoyYICWtb35TQOSVJsVu,0.349,0.255,5,-19.632,1,0.0426,0.47,0.918,0.111,0.355,199.985
