,seeds,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2604,gloomy,2Oqw7OmpjXJ85mFpg431e9,0.148,0.295,3,-14.581,0,0.307,0.582,0.915,0.503,0.0373,105.452
2605,gloomy,5PnwUFbEjJeKlXtKCEs6ET,0.486,0.565,1,-8.741,1,0.0711,0.273,0.237,0.128,0.213,92.208
2606,gloomy,4kgzpQ5335ILTOxkTOOl5T,0.571,0.999,1,-5.002,1,0.0421,4.57E-05,0.916,0.513,0.718,137.02
2607,gloomy,5aZElS6qfnXYedBq1rsdsc,0.585,0.864,0,-10.557,0,0.0341,0.0177,0.752,0.142,0.802,114.982
2608,gloomy,2FTttrPAezRAPxHFWmco0w,0.359,0.26,6,-10.148,0,0.0315,0.974,0.0247,0.102,0.153,128.786
2609,gloomy,6oJEoaKNGAY0j3c7mDYDZY,0.705,0.545,7,-7.42,1,0.0569,0.159,0.789,0.116,0.333,93.024
2610,gloomy,3q38C3YJRjN6izXQNcL0cQ,0.761,0.828,11,-8.885,0,0.0478,0.335,0.882,0.132,0.0823,130.018
2611,gloomy,2EIqj5Jae9YAaSLKUHPN7f,0.568,0.844,8,-6.591,1,0.0365,0.0112,0.67,0.247,0.266,100.005
2612,gloomy,2qSTF4P2whG1dEoKfuQ9TG,0.555,0.984,0,-5.97,1,0.0385,0.00038,0.677,0.362,0.357,115.014
2613,gloomy,33wsGfjtiUsNVACtOef34g,0.498,0.678,2,-7.125,0,0.0376,0.0062,0.00062,0.107,0.186,156.079
2614,gloomy,5BXK6ZERP3MT4JXjRm8lHB,0.609,0.254,3,-15.538,0,0.147,0.675,0.0098,0.126,0.833,150.504
2615,gloomy,3VakZKRahGCLJLSoa10Ji6,0.425,0.425,0,-11.963,1,0.0418,0.808,0.858,0.215,0.032,105.157
2616,gloomy,2JpqAIjXBJKCXoJA7S6TfX,0.918,0.814,8,-9.792,1,0.05,0.256,0.944,0.126,0.0384,139.999
2617,gloomy,1k9pINk6fzgWguwvQQ3hWq,0.329,0.551,9,-5.648,0,0.0336,0.156,0.927,0.12,0.13,143.828
2618,gloomy,0qlD7sR7Osb3jV7eJKVx7u,0.528,0.572,1,-16.303,1,0.0356,0.000107,0.135,0.097,0.133,123.922
2619,gloomy,4lJuw2ObruxVzmWtB1QMlF,0.653,0.939,9,-7.113,0,0.154,0.0442,0.211,0.335,0.0387,125.655
2620,gloomy,3so543wO0w7JjrgjGjdXIZ,0.433,0.652,6,-10.679,1,0.0363,0.0231,0.978,0.231,0.0623,159.918
2621,gloomy,34cqR44b6oxuAB2A6X5cbT,0.262,0.447,2,-12.49,1,0.0278,0.044,0.085,0.14,0.102,95.04
2622,gloomy,2ffhWTneVV7x3hctg87lvC,0.542,0.699,5,-8.008,1,0.178,0.0281,0.62,0.172,0.159,197.987
2623,gloomy,44xPAZp84TU6RelRVsUjxO,0.471,0.914,2,-8.104,1,0.0571,0.028,0.953,0.291,0.0417,122.95
2624,gloomy,5achKyrdg1ZCti2Eiyl6aT,0.565,0.932,1,-5.503,0,0.0673,1.80E-05,0.916,0.0843,0.868,106.005
2625,gloomy,5vJJImhXMxDqi7a9ud1YtH,0.464,0.945,9,-6.543,0,0.127,6.24E-06,0.828,0.359,0.0622,120.015
2626,gloomy,2ikqrqOQnbxex8ZZlc912G,0.627,0.933,7,-6.548,1,0.0324,0.0578,0.137,0.107,0.447,125.008
2627,gloomy,5XS96NPXT4fZH8201qVDFX,0.471,0.909,6,-5.08,0,0.0447,0.000405,0.877,0.134,0.236,130.011
2628,gloomy,3vdSsyN41h9cPpHyqu9UeF,0.309,0.739,11,-6.029,1,0.0385,0.132,0.000692,0.354,0.157,139.771
2629,gloomy,2uVPhsmsgX69QULj4noee5,0.534,0.567,2,-3.819,0,0.0283,0.406,2.22E-06,0.148,0.202,140.081
2630,gloomy,6jl9Qd9mhPyzBMxEmk9mwg,0.252,0.895,4,-5.985,0,0.0519,0.00075,5.09E-05,0.105,0.412,96.432
2631,gloomy,2CSHVOP1qLUZUEuAivz4hS,0.5,0.962,1,-7.773,1,0.0386,0.000255,0.86,0.118,0.93,120.022
2632,gloomy,3eYGvwQ6tYg5K6vg6WswGw,0.544,0.962,7,-9.101,1,0.0434,0.00376,0.211,0.413,0.466,99.987
2633,gloomy,4e9ZBurJY0YFHZue7hpXfK,0.642,0.968,1,-4.913,1,0.0365,0.0497,0.0165,0.286,0.707,124.989
2634,uplifting,7vRdcsmD92oErIQDnmp60e,0.654,0.535,6,-8.251,1,0.0375,0.767,0.00172,0.113,0.479,116.035
2635,calm,3fnL2JDgy4QD04araOl0eY,0.476,0.361,11,-9.312,1,0.0287,0.518,0,0.0817,0.389,106.484
2636,uplifting,2Tp3uEfVC5FNiIdGFWQxOC,0.568,0.786,8,-10.328,0,0.0558,0.665,0.671,0.128,0.541,124.882
2637,uplifting,14Vua5sMxKiPDcRS5pmoYW,0.413,0.559,9,-9.044,0,0.0622,0.529,0.0675,0.617,0.306,96.752
2638,uplifting,3JXH2tUeLMvWdYoa5EbmCP,0.459,0.304,7,-10.855,1,0.0336,0.951,4.94E-05,0.167,0.0772,124.162
2639,uplifting,3kSdUa9svbua52Tw7rZGmY,0.189,0.364,0,-14.419,1,0.0393,0.877,0.778,0.0985,0.102,178.216
2640,uplifting,2VyCwmEuGk1fbmaphDVkGC,0.315,0.33,4,-12.603,1,0.0541,0.427,0.000134,0.148,0.279,131.046
2641,calm,5iDTKEpuhZFkU0E3XWUbl6,0.0969,0.248,11,-16.495,0,0.045,0.977,0.948,0.105,0.028,189.476
2642,calm,2KAWfzbfBsMbCV1UtMs324,0.363,0.297,5,-18.301,1,0.0318,0.965,0.874,0.107,0.234,137.676
2643,sad,5XMAx0JrWui1XQn9xoSBKo,0.415,0.925,11,-7.948,0,0.0396,0.000981,0.26,0.174,0.752,154.354
2644,gloomy,6J1icrpPtv9d89qW2ULf9l,0.29,0.191,0,-13.373,1,0.0289,0.923,0.0196,0.0854,0.0666,150.318
2645,uplifting,6bHYUXWhfPoGAwAKLyPP6j,0.529,0.653,0,-7.038,1,0.0399,0.693,0.671,0.19,0.228,126.236
2646,calm,7i0B35iTsTn9cLZwObSbVS,0.595,0.908,4,-4.645,1,0.0413,0.00889,0.0809,0.479,0.492,132.111
2647,calm,5Em3ncR9wk72QzfTAfdxJj,0.605,0.244,0,-17.465,1,0.0288,0.271,0.000336,0.114,0.421,94.033
2648,uplifting,5W7lOv4tIoOj2gI1qbyEji,0.536,0.854,0,-6.725,1,0.04,0.00118,0.000371,0.0688,0.757,140.306
2649,calm,4D8v4RhujyyHDDyj9MKtrf,0.472,0.814,11,-4.809,1,0.0301,0.00664,3.93E-05,0.11,0.335,160.015
2650,calm,5A5r3iL13G6iMS0w39jCoV,0.446,0.117,2,-27.28,1,0.367,0.873,0.92,0.0834,0.0391,120.082
2651,sad,2CQA8oilR7hDsd1qrCzstH,0.278,0.541,0,-7.485,1,0.0311,0.497,0.000329,0.161,0.318,156.598
2652,gloomy,7hLLlt27lVHN1dc01qFAA5,0.128,0.317,2,-22.199,1,0.0506,0.968,0.882,0.181,0.0724,74.262
2653,gloomy,18A9ivObvoQYy1tvopkheM,0.511,0.21,7,-16.781,0,0.0529,0.623,0.78,0.101,0.102,117.649
2654,gloomy,29YOmogUgcFfwQ7JGXurnT,0.0629,0.047,11,-36.468,0,0.0489,0.841,0.953,0.109,0.0309,67.625
2655,gloomy,73Jfo6x8ESiSX2y85SDzjy,0.498,0.707,4,-10.779,1,0.0394,0.0881,0.804,0.133,0.374,82.187
2656,sad,3HpJ96mGqBiefi1zvEq5n9,0.674,0.592,7,-10.485,1,0.0543,0.00197,0.825,0.102,0.614,174.405
2657,sad,3wBH8MvHrCtwnMfU1u2SxV,0.702,0.306,8,-13.953,1,0.0536,0.418,0.884,0.133,0.343,140.015
2658,sad,2A8Wo66tbePuRBK7squ1vu,0.614,0.86,4,-9.991,0,0.0398,0.00113,0.9,0.108,0.15,92.987
2659,calm,4vCmWAiNNV7xZJs7xshsZY,0.281,0.31,7,-11.799,0,0.0457,0.877,0.0586,0.114,0.125,83.533
2660,gloomy,2GHxtccGrufkQXi3QpQk9z,0.46,0.132,0,-17.582,0,0.0441,0.949,0.00878,0.0617,0.33,118.758
2661,gloomy,6tk7wlAkwj451QZKm92D0f,0.299,0.283,10,-25.305,0,0.0738,0.981,0.946,0.13,0.0349,82.036
2662,calm,1WvQggOdbfiyru8Oj58uvP,0.641,0.561,9,-9.161,1,0.0285,0.00983,0.457,0.143,0.744,127.159
2663,calm,5VXEJK0FnJUWeAAvf7B76Y,0.636,0.271,4,-13.788,0,0.0323,0.887,0.00584,0.179,0.344,136.956
2664,gloomy,6KAZFmZq3DzqGIf1DOpK5u,0.521,0.78,11,-8.751,1,0.0333,0.00271,0.308,0.224,0.17,132.024
2665,sad,1hEJVJBq6WYSrjKCczuvSt,0.43,0.798,5,-6.837,1,0.0464,0.137,0.64,0.214,0.424,84.944
2666,uplifting,1jgiCdMQFBa5TGFDkbnRD5,0.591,0.991,6,-4.148,1,0.111,0.00261,0.756,0.0567,0.505,142.995
2667,calm,5F6zKgM540OU8shmDuCQ1n,0.343,0.874,9,-3.535,1,0.0784,0.000836,0.0702,0.36,0.226,126.673
2668,sad,6INX6gjqGXL5jDkt2IcdtU,0.469,0.702,5,-8.596,0,0.0423,0.776,0.253,0.254,0.433,167.755
2669,sad,71sC9gVXaFRwAMHJyQO8al,0.479,0.424,4,-10.919,1,0.0404,0.0742,0.91,0.184,0.0473,113.931
2670,calm,4RZTh3f4CVDQMPEFczEczj,0.568,0.21,9,-14.498,0,0.0315,0.761,0.0075,0.115,0.149,93.773
2671,calm,1C5SKDwey1rVORISZlFgTf,0.62,0.0976,0,-19.415,0,0.0407,0.909,5.37E-06,0.12,0.513,126.377
2672,sad,2XT5wKGJvSMujpob2LIN49,0.574,0.372,2,-8.434,0,0.027,0.362,2.35E-05,0.155,0.286,147.493
2673,uplifting,52afJmIPUURYduwz9pqsgv,0.444,0.64,1,-4.182,0,0.0305,0.36,0.101,0.0952,0.397,180.001
2674,happy,5IAjwOBvzatJjOAb32JhNJ,0.573,0.571,2,-11.497,1,0.0312,0.312,0,0.311,0.744,148.112
2675,sad,6XorgdtMRoZ5OdmSV7NCFJ,0.322,0.585,9,-7.841,1,0.0253,0.000113,0.0251,0.169,0.302,79.96
2676,sad,0hTVmQmV4Z2A99kXTMe9QZ,0.539,0.83,2,-6.642,1,0.0552,0.0353,0,0.185,0.615,74.985
2677,sad,3bivxpSl81z5PYs8FKU69O,0.444,0.832,10,-4.706,1,0.0365,0.000932,7.92E-05,0.16,0.746,129.583
2678,sad,1zro6lGhomQBDx47t1KvYO,0.569,0.401,9,-11.31,1,0.12,0.00496,0.333,0.107,0.708,151.285
2679,happy,6GK6FucHaykjKO6dkvdKcC,0.568,0.886,9,-6.24,1,0.0503,0.276,6.67E-06,0.383,0.849,133.988
2680,sad,0uwbLvDKP6O4jwtCbpRBxF,0.442,0.428,2,-12.104,1,0.0287,0.0142,1.48E-06,0.131,0.407,135.18
2681,sad,4yrv0TwSkm2afsHmjb1UJa,0.581,0.482,4,-9.538,1,0.0283,0.187,0,0.0719,0.617,131.415
2682,gloomy,1c9GzDn9AQfSaSp8svTLMV,0.393,0.379,11,-19.617,0,0.0426,0.734,0.873,0.115,0.135,100.03
2683,sad,6E8jqiKej8Tv37A4s95R8b,0.389,0.677,5,-9.421,0,0.156,0.581,1.63E-06,0.375,0.636,163.085
2684,gloomy,47YMINstKZzYZYC5B4zcA8,0.215,0.0404,7,-30.169,0,0.0347,0.938,0.967,0.135,0.0319,67.983
2685,calm,1ruTDiZhHiIGhQzGksUWBD,0.203,0.193,10,-14.152,1,0.0314,0.904,0.00814,0.169,0.116,78.409
2686,calm,1uvAixeMRuvA7CSHLxk33r,0.116,0.198,1,-17.4,0,0.0374,0.939,0.769,0.157,0.0346,81.032
2687,calm,6NrLsd3yVbhkMmRgZvAGLk,0.457,0.365,9,-11.789,0,0.0316,0.803,0.934,0.11,0.459,95.011
2688,gloomy,4lNFTvGFWhLz4VYHlv6ABV,0.375,0.19,0,-9.503,0,0.0434,0.0484,0.831,0.294,0.0358,119.986
2689,gloomy,02NcISkbnw0vOvyYsrTbdE,0.339,0.717,2,-9.384,0,0.0441,0.0677,0.91,0.151,0.0524,132.013
2690,sad,2HwON96D8XSQLwRvCzn5rQ,0.684,0.314,7,-8.723,1,0.0268,0.825,0,0.117,0.245,107.863
2691,gloomy,3qook988fF350DgYPKN41u,0.527,0.547,4,-7.085,0,0.0328,0.372,0.00228,0.0956,0.0723,96.038
2692,gloomy,4gZrrd0YZp7kwuvnwCvc4T,0.0911,0.0815,0,-19.179,1,0.0392,0.993,0.948,0.0983,0.0287,85.661
2693,gloomy,6ZxrUCaynLgKSUudACOTwj,0.451,0.815,2,-5.55,0,0.0368,6.06E-05,0,0.27,0.618,147.974
2694,gloomy,7r7NIoBZynrYIKZnIS5Z1Q,0.46,0.98,0,-2.55,1,0.0446,0.000673,0.00355,0.4,0.72,150.061
2695,gloomy,40u9RFyKQfXwpPjFzK1bGO,0.43,0.868,0,-4.44,1,0.0639,0.000119,0.000389,0.0836,0.164,138.807
2696,gloomy,5LAKjqbB5uurPpxFEicd9S,0.836,0.427,8,-8.516,0,0.27,0.0474,0,0.101,0.368,99.912
2697,sad,5qmV4noRVGX6oDvQlm3Y9M,0.419,0.959,1,-3.974,0,0.146,0.0187,0,0.18,0.365,140.022
2698,gloomy,5Z5k7MQotAckv0S3ZA9dXa,0.505,0.828,5,-5.294,0,0.0419,0.0321,0,0.138,0.31,130.565
2699,gloomy,47beRHwfg3z0Zgbt2NKClv,0.512,0.0661,2,-19.38,1,0.0348,0.735,0,0.11,0.105,106.6
2700,gloomy,41X10r4A8eevG9KTEcUlNn,0.518,0.592,4,-7.27,0,0.0297,0.00214,0.748,0.1,0.185,117.938
2701,gloomy,4ozum7awQLhJ6D6fQL5xPy,0.324,0.853,4,-5.811,0,0.0475,4.86E-05,0.303,0.301,0.317,117.705
2702,gloomy,2JG2OmmwZ5x2RkX0uR5w4k,0.344,0.61,8,-6.537,1,0.0285,0.0597,0,0.197,0.135,173.883
2703,gloomy,5TMTBm4pCH8jg4DSONSAvw,0.557,0.614,0,-7.886,1,0.0646,0.427,0.908,0.195,0.491,115.047
2704,gloomy,53dCTXFhnemB8zP38UgQBr,0.581,0.72,7,-7.996,1,0.102,0.519,0.0276,0.0613,0.712,105.054
2705,gloomy,6IFghoJ2LzD21R91chrdTa,0.44,0.875,5,-3.753,0,0.049,7.19E-05,2.00E-06,0.197,0.469,139.962
2706,gloomy,3E9It65dQyz5YfwhUndjoz,0.601,0.465,9,-5.553,0,0.0292,0.0868,0.463,0.057,0.137,100.004
2707,gloomy,6CJzsJdJgYQc6NbsKngXGz,0.718,0.634,4,-8.279,0,0.036,0.0172,0.858,0.131,0.453,117.009
2708,gloomy,5C5TS7hQesbPAcWjX8av8z,0.537,0.913,8,-4.344,1,0.0374,0.00158,0,0.163,0.578,99.969
2709,gloomy,6XLqWHfm6t1WsB1S3sGslQ,0.542,0.722,11,-5.8,1,0.114,0.08,1.76E-06,0.118,0.311,178.008
2710,gloomy,4VEWQBkmhL18VAumaMoRlZ,0.518,0.858,7,-4.387,0,0.044,0.000348,1.39E-05,0.118,0.301,101.987
2711,gloomy,2cs4flC9FpTI6ngU7Y9HRG,0.458,0.845,5,-5.516,0,0.038,0.0039,2.87E-05,0.184,0.13,98.089
2712,gloomy,6d5jMLcYaEoZestm7ZMGj6,0.68,0.565,9,-9.673,0,0.0268,0.0438,0.912,0.135,0.887,111.614
2713,gloomy,0WKubaKmsYFpFaA0tOm6eB,0.242,0.841,8,-4.965,1,0.0403,0.000803,0.000117,0.141,0.409,201.985
2714,gloomy,0vZJ9KVX8gvlOoSoCgUqyG,0.585,0.525,8,-11.596,1,0.0327,0.878,0.91,0.135,0.647,85.38
2715,gloomy,1FkfPShKw6e2WHe3ZsYEbk,0.482,0.5,5,-8.287,1,0.136,0.806,0,0.292,0.559,143.74
2716,gloomy,1J5vzSPGoVYZv1vAvTiTVi,0.521,0.326,3,-13.487,1,0.0252,0.782,5.35E-05,0.114,0.192,96.498
2717,gloomy,3aAompnJqxmAOvyYP11otB,0.622,0.393,2,-12.484,1,0.0288,0.483,0.000121,0.0943,0.648,104.809
2718,gloomy,45fwyLI05T8QwOr4ffI5qV,0.51,0.403,7,-7.259,0,0.0343,0.0177,0.801,0.115,0.21,119.232
2719,gloomy,0AECjVVD5eNp0ExQqp5Qn8,0.41,0.901,1,-4.984,1,0.056,0.00122,8.57E-05,0.137,0.585,114.865
2720,gloomy,7xceaOyC0xCkCgzcbU8Zly,0.436,0.379,8,-8.968,1,0.0271,0.000668,0.000268,0.0628,0.0561,84.855
2721,gloomy,6X9eQYhPJZ4jUqjicg0yyx,0.313,0.398,1,-8.147,1,0.0339,0.0268,0.0285,0.12,0.361,142.898
2722,gloomy,5JLw1nIALMp9Cpa6uRiHBU,0.467,0.872,1,-5.675,1,0.0437,0.000703,1.48E-05,0.179,0.301,142.993
2723,gloomy,4KDqlHDaK2Bxg4wTQLPmeg,0.419,0.817,1,-5.955,1,0.0425,0.0016,0,0.14,0.282,139.959
2724,gloomy,6mxraBHjCJZxbTrxnMsgL5,0.201,0.551,11,-7.8,0,0.0634,0.000987,0.0865,0.12,0.417,176.709
2725,gloomy,3V1A0qjTAKgLtN1LPfU2WK,0.428,0.913,5,-5.695,0,0.0854,0.0128,0.00021,0.173,0.299,93.044
2726,gloomy,2R5o3CKGdTsycMykcUTfns,0.349,0.0917,4,-17.719,0,0.0323,0.904,0.514,0.111,0.0384,103.192
2727,gloomy,4vgqp0xt9Y22jMG177y4B4,0.833,0.644,11,-10.609,1,0.0346,0.0972,0.248,0.0997,0.573,93.565
2728,gloomy,6goqTmGsSP4mrLyamSMJoi,0.32,0.868,10,-4.777,0,0.0405,0.00488,1.59E-05,0.091,0.412,160.763
2729,gloomy,4P7niP5x0Nn4EaxpvmySBO,0.661,0.313,1,-16.437,1,0.0514,0.816,0.776,0.124,0.137,114.004
2730,gloomy,77Thdu78QWOK6OAnX5fSlK,0.24,0.447,2,-11.412,1,0.0295,0.0849,0.676,0.128,0.364,172.057
2731,gloomy,0jeFh9PnymeemQ0yR2dOcG,0.355,0.785,3,-5.698,1,0.0451,0.00314,4.04E-06,0.144,0.183,149.174
2732,gloomy,2bkfhd38IioSlPhoCaAO8a,0.431,0.133,10,-16.588,0,0.038,0.822,0.000941,0.702,0.108,94.14
2733,gloomy,2fw0DgUc8GTNxZ2BAv9Fih,0.479,0.892,7,-4.952,1,0.428,0.0962,0,0.373,0.348,171.397
2734,calm,1ZvpGaBKAUc9w1EjMShe8F,0.395,0.527,8,-10.646,1,0.0293,0.00949,0.961,0.345,0.421,179.988
2735,gloomy,6nFjJxM9ivJd27juSyD6xT,0.522,0.793,5,-5.383,1,0.0278,0.0794,0.00646,0.149,0.389,95.518
2736,gloomy,6V81oN7XWoZ1gsFgos2eOm,0.632,0.518,4,-9.277,0,0.0285,0.402,0.115,0.0878,0.302,133.26
2737,calm,6GexWJhk2GLbuIVQv2BHt2,0.516,0.222,7,-13.604,1,0.12,0.922,0.296,0.101,0.426,82.416
2738,gloomy,6qyWZexscIhNfJnxvc1TdN,0.232,0.207,11,-20.156,1,0.0388,0.986,0.908,0.137,0.0651,70.187
2739,gloomy,578brGDuprOKRjbgZPoqbZ,0.865,0.00677,9,-30.602,1,0.161,0.873,0.000121,0.111,0.904,108.146
2740,gloomy,1QtnPDc4DwyHLCsBwY3c9b,0.592,0.853,0,-3.831,1,0.0463,0.00382,0,0.364,0.588,124.956
2741,gloomy,3Xk4PiXcxai7JIVVxBXwNJ,0.33,0.92,7,-4.829,1,0.107,0.000301,0.00131,0.111,0.173,158.981
2742,gloomy,0VGuRxuaWea2HqXPX769sI,0.393,0.775,6,-5.485,1,0.0382,0.0245,0,0.082,0.162,143.928
2743,calm,64OURV95Yb2hz9bonePOZG,0.39,0.446,2,-14.635,0,0.0291,0.417,0.806,0.203,0.291,79.582
2744,gloomy,1IWNPDQMD17uwxZBAabENX,0.433,0.944,8,-4.96,1,0.0909,0.000175,0.00218,0.136,0.418,124.814
2745,gloomy,2YK1ORPDu5LZaGm2RpOIPy,0.509,0.762,5,-7.06,1,0.0296,0.00686,0.881,0.125,0.478,124.024
2746,gloomy,0x7zrNABhwPJsYMsEMaZtQ,0.319,0.584,0,-9.001,1,0.0357,0.13,1.82E-05,0.169,0.128,146.997
2747,gloomy,2sbKlF95QiDw8lxRhLXbOQ,0.333,0.166,2,-14.154,0,0.0341,0.651,0.00221,0.105,0.0938,140.868
2748,gloomy,6w8fw8HUYMnIJ1xC4I2qSo,0.269,0.532,5,-7.757,1,0.0282,0.282,0.262,0.0984,0.179,105.454
2749,gloomy,5B4R38byqdsirGkYuBhtSW,0.354,0.149,11,-17.34,0,0.0365,0.478,0.292,0.112,0.0754,132.045
2750,gloomy,7erSwIgRWU7qYgjjitiTEZ,0.382,0.637,0,-7.741,0,0.0383,0.0347,2.41E-05,0.113,0.421,157.94
2751,gloomy,6FeAcc5HLkMdM55tNL2wf8,0.355,0.849,8,-4.834,1,0.0449,0.000244,4.05E-06,0.375,0.579,195.854
2752,gloomy,7KzsywDmcLTGE8I3ftfgOK,0.303,0.154,0,-22.093,0,0.0289,0.87,0.926,0.105,0.197,77.981
2753,gloomy,2XH4CaV8UoJoIqLrL9l4Qj,0.688,0.876,10,-2.919,1,0.0482,0.0195,0,0.2,0.639,126.02
2754,gloomy,0cdjhwCqWF4wJLCckN2cFP,0.352,0.395,6,-17.722,1,0.0863,0.911,0.87,0.337,0.111,123.979
2755,gloomy,0wmXb4sssaAJvH6IjdB4CA,0.526,0.912,11,-5.714,1,0.0629,0.00883,0.000104,0.173,0.391,108.754
2756,gloomy,12gDsqp10uKMcOaSEUAGYD,0.342,0.869,7,-4.372,1,0.0584,0.000336,0,0.116,0.258,159.561
2757,gloomy,4GHTYYK2VGQsNs5XAq2dH8,0.424,0.955,11,-5.898,1,0.0994,0.0473,0.0207,0.536,0.101,95.012
2758,sad,5E0BLSBXiAag9lUkgA7lae,0.459,0.979,7,-4.738,1,0.134,0.000265,1.42E-05,0.113,0.34,119.652
2759,gloomy,44zOPyZUgUrbObkMrzz09t,0.565,0.516,9,-13.453,1,0.0401,0.158,0.0848,0.147,0.554,116.508
2760,gloomy,177X9syEXKI1xmumkjHfFQ,0.318,0.758,5,-4.932,0,0.0364,0.00216,1.51E-06,0.0952,0.119,134.455
2761,calm,0xFecnakLswy1hlqmCMiHh,0.26,0.819,0,-7.872,0,0.109,0.195,0.0218,0.0664,0.381,84.895
2762,gloomy,01GXZLnOlE0JrretSFAfsw,0.692,0.775,7,-6.013,1,0.253,0.0185,0,0.198,0.302,92.211
2763,gloomy,5ZqcvySftKT1fgc1fVkrov,0.381,0.942,11,-6.908,0,0.0997,0.000542,0.00132,0.105,0.201,169.89
2764,gloomy,3jzfPh8nHBrv5letjCeb4g,0.472,0.549,0,-7.548,0,0.0275,0.00123,0.587,0.374,0.155,90.055
2765,gloomy,2CkudidJXkOeCkdjUEP70Q,0.473,0.217,0,-13.462,1,0.0327,0.694,0.0382,0.0757,0.0649,124.433
2766,gloomy,4LpBqS2KnStLxQegs0uZWG,0.292,0.856,7,-7.363,1,0.0591,0.142,0.00353,0.0944,0.358,171.075
2767,gloomy,5ZgEeP0NO21ZQN15UKp4nK,0.172,0.139,2,-17.247,1,0.0421,0.686,0.714,0.157,0.0616,177.374
2768,gloomy,4FyccI5uYNfc9VGHw5FytV,0.417,0.902,5,-5.604,1,0.0594,0.000416,0.235,0.399,0.232,110.787
2769,gloomy,5pZcbapo53ck9Si7BFcTml,0.369,0.297,7,-9.24,1,0.0297,0.923,0,0.105,0.267,140.04
2770,gloomy,15URQal6NTYZXQbKWpQIEC,0.597,0.524,7,-11.021,1,0.0268,0.813,0.0648,0.12,0.47,103.193
2771,gloomy,5EuFqkoUeuUj3GwEfFEmXi,0.761,0.317,1,-16.501,1,0.95,0.756,0,0.421,0.733,84.617
2772,gloomy,6Q7FBW0wojq9gjvJBIxrlS,0.402,0.653,9,-10.413,1,0.0351,0.0103,0.0677,0.292,0.235,120.325
2773,gloomy,6xykbPLnevDU9G2zzjQAAO,0.67,0.857,4,-7.111,0,0.0313,0.14,0.00223,0.0582,0.466,145.002
2774,gloomy,5MYIVnUJwNNhYESLdrALUb,0.527,0.906,5,-4.394,0,0.0319,7.03E-05,0.477,0.078,0.584,133.006
2775,gloomy,1Xq8Ue9AvJ7W19S3ecZWAK,0.605,0.674,8,-5.618,1,0.0316,0.226,0.000232,0.172,0.486,75.013
2776,gloomy,29jg2LbDYF2Sxzvb74QZk9,0.451,0.904,8,-5.219,1,0.0652,3.97E-05,0.544,0.0905,0.648,114.102
2777,gloomy,2Jfa5gwBKdkkrN6YRXOVHT,0.595,0.822,1,-7.177,1,0.0391,0.00353,0.0509,0.17,0.419,104.993
2778,gloomy,6lGHKuQBxyGFih9vFySmDP,0.657,0.447,4,-13.945,1,0.0391,0.826,0.00548,0.0457,0.689,107.988
2779,gloomy,3Vxib4vvhfLPyphsln3of2,0.491,0.796,8,-5.425,1,0.0325,0.0042,1.23E-05,0.115,0.14,113.876
2780,gloomy,5NK6qouWrKH1TXl3xVkunC,0.404,0.799,0,-4.25,0,0.037,0.000374,2.74E-05,0.0943,0.267,132.997
2781,gloomy,33GR3yYQcwhpkJteLKJA13,0.577,0.169,9,-12.969,0,0.0774,0.828,0.000601,0.0752,0.194,112.907
2782,gloomy,6sGVC5zSFda5UteOcVDAOG,0.36,0.496,4,-7.432,1,0.0289,0.473,0,0.137,0.105,108.918
2783,gloomy,31dHe2I4tzOKT0ypVpVsuu,0.546,0.723,0,-6.948,1,0.0292,0.00379,0,0.0808,0.304,122.044
2784,gloomy,12AKv7982HuojQZhygZCm6,0.455,0.421,0,-9.071,1,0.0265,0.82,0.00163,0.0869,0.382,79.167
2785,gloomy,5utZRoQZx5RE0NSdSUqtdN,0.659,0.871,6,-11.265,0,0.0401,0.14,0.717,0.181,0.0522,111.015
2786,gloomy,2MV5ZXr8GiueHUCp8rmfPg,0.548,0.943,11,-2.955,0,0.347,0.062,0,0.34,0.812,81.226
2787,gloomy,5xMpk5GKarpORpI9tx0E0L,0.326,0.896,6,-4.386,1,0.109,0.000628,1.19E-05,0.363,0.386,152
2788,gloomy,4ewY1h4ZsWNyEeLvppYXnr,0.447,0.559,7,-11.335,0,0.0427,0.199,0.0287,0.366,0.14,166.361
2789,gloomy,6IAjbJFk80Alwvr3JSrEw2,0.35,0.901,5,-3.684,1,0.0994,0.00034,0.586,0.183,0.609,121.652
2790,gloomy,0C9MAMq0lh0kgr92YK3aee,0.577,0.883,0,-6.2,1,0.0792,0.513,0,0.848,0.902,155.995
2791,gloomy,4KR5Km8edjSEC3Q1G8yQ8S,0.271,0.541,2,-11.367,1,0.0359,0.234,0.0249,0.666,0.137,104.663
2792,gloomy,45XSmn7yPZMTIgo9kdErh9,0.64,0.264,0,-13.566,1,0.031,0.349,6.55E-06,0.123,0.626,110.478
2793,gloomy,7aKzg96XLHPxtSYCjztjk5,0.713,0.772,6,-3.904,1,0.0437,0.33,3.45E-05,0.121,0.68,94.979
2794,gloomy,7qDhCkRwjOnSQBjWtBC60w,0.414,0.928,5,-4.724,1,0.103,0.000933,0.39,0.911,0.33,95.721
2795,gloomy,65QALOeNOHI782nXlUcqaD,0.789,0.684,1,-14.518,1,0.142,0.813,0.933,0.443,0.655,133.013
